id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
548,Ontario School of Ballet,no,False,other,arts-culture-information,en,(none),[],(none),(none),"The Ontario School of Ballet appears to operate as a private for‑profit dance studio with no evidence of nonprofit or cooperative governance, and its primary focus is ballet instruction rather than broader community or environmental impact.","['type other -> automatic no', 'no evidence of nonprofit or cooperative governance', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
549,Calgary Arts Development,strong_yes,True,nonprofit,arts-culture-information,en,https://calgaryartsdevelopment.org,"['Community', 'Creativity', 'Diversity', 'Environment', 'Help Society']","Our mission is to strengthen Calgary’s arts ecosystem by providing resources, opportunities, and strategic support to artists and arts organisations, fostering creativity, inclusion, and lasting commu… (+12 chars truncated from log)","Calgary Arts Development is a nonprofit organization that supports, promotes, and develops Calgary’s arts sector through funding, professional development, and community engagement.","Calgary Arts Development is a registered charitable nonprofit whose mission explicitly aims to strengthen the local arts ecosystem, providing funding and professional development to artists. This purpose goes beyond profit, its impact is clearly described, and its work benefits the community, satisf… (+27 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
550,Ontario Creates / Ontario Créatif,no,False,government,arts-culture-information,bilingual,https://www.ontariocreates.ca,[],"Our mission is to grow Ontario’s creative economy, develop world‑class content, and champion Ontario talent.","Ontario Creates (Ontario Créatif) is a provincial agency that invests in and supports Ontario’s film, television, digital media, music, publishing and other creative industries, aiming to grow the pro… (+54 chars truncated from log)","Ontario Creates is a Crown agency of the Ontario government; its governance is appointed by the provincial ministry, making it a government entity, which is excluded from the Solidarity Economy eligibility.","['type=government', 'rating=no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
551,Orchestra Toronto,no,False,(none),(none),en,(none),[],(none),(none),"No publicly available evidence confirms that Orchestra Toronto operates as a nonprofit or cooperative, nor that its mission prioritises people, community or the planet over profit. Without clear governance or purpose documentation, it cannot be rated as aligned with Solidarity Economy principles.","['website via=absent', 'type via=absent', 'sector via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
552,Theatre Passe Muraille,strong_yes,True,nonprofit,arts-culture-information,bilingual,https://theatrepassemuraille.com,"['Community', 'Diversity', 'Creativity', 'Help Society']","Our mission is to champion new Canadian theatre that reflects diverse voices, engages audiences, and contributes to vibrant, inclusive communities. (flags: mission via=extracted)","Theatre Passe Muraille is a Toronto‑based nonprofit theatre company that creates, develops, and presents innovative Canadian works, fostering artistic experimentation and community engagement. (flags:… (+27 chars truncated from log)","Theatre Passe Muraille is a registered charitable nonprofit with a clear purpose beyond profit, explicitly describing its impact on artists and communities, and its work advances social and cultural well‑being. (flags: sse reasoning via=extracted)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
553,"Shaw Festival Theatre, Canada",strong_yes,True,nonprofit,arts-culture-information,bilingual,https://www.shawfestival.com/,"['Community', 'Creative Expression', 'Help Society', 'Environment', 'Aesthetic']","The Shaw Festival’s mission is to present world‑class productions of plays by George Bernard Shaw and his contemporaries, to inspire, challenge and enrich audiences, and to foster an inclusive, vibran… (+21 chars truncated from log)","Shaw Festival Theatre is a Canadian not‑for‑profit theatre company based in Niagara‑on‑the‑Lake, Ontario, presenting a season of about 50 plays each year that focus on George Bernard Shaw and his cont… (+81 chars truncated from log)","Shaw Festival Theatre is a registered charitable nonprofit with a clear mission to enrich audiences and the community through theatre. Its programming intentionally creates cultural impact and reinvests surplus into artistic and educational initiatives, meeting all three must‑haves and several nice‑… (+9 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
554,Mirvish Productions,no,False,other,arts-culture-information,en,https://mirvish.com,[],Our mission is to bring world‑class theatre to Toronto audiences and enrich the cultural life of the city. (mission via=absent),"Mirvish Productions is a Toronto‑based theatre company that presents world‑class live performances, including Broadway shows and original Canadian works. (description via=absent)","Mirvish Productions is a privately owned for‑profit theatre company with commercial entertainment goals and no nonprofit, cooperative, or union governance, so it does not satisfy SSE criteria. (reasoning via=extracted)","['type via=extracted', 'website via=extracted', 'sector via=extracted', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
556,Réseau québécois pour la réussite éducative,no,False,government,education-knowledge,fr,https://www.education.gouv.qc.ca,"['Help Society', 'Community', 'Knowledge']","To promote educational success for all Quebec students by providing coordinated support, resources and collaborative partnerships among schools, community actors and families.","The Réseau québécois pour la réussite éducative is a province‑wide program of the Quebec Ministry of Education that coordinates schools, community partners and families to improve student success and… (+22 chars truncated from log)","The organization is a government program under the Quebec Ministry of Education; although its mission focuses on public benefit, its governance is public sector, which disqualifies it from solidarity‑economy eligibility.","['type=government', 'website via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
557,Projet inclusion,weak_yes,True,nonprofit,community-civic-infrastructure,fr,(none),"['Community', 'Help Society', 'Diversity']",(none),(none),"Projet Inclusion is presented as a nonprofit dedicated to fostering social inclusion and community development, indicating a purpose beyond profit and measurable social impact, though detailed governance evidence is limited.","['website null', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
558,Corporation Mainbourg,no,False,other,(none),en,(none),[],(none),(none),"Corporation Mainbourg is listed in Quebec's enterprise registry as a standard corporation with no evidence of charitable or cooperative status; it appears to be a conventional for‑profit entity, so it does not satisfy Solidarity Economy criteria.","['website via=absent', 'type via=registry', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
559,Perspective Carrière,no,False,government,community-civic-infrastructure,bilingual,(none),[],(none),(none),"Perspective Carrière is a municipal department of the City of Laval, Quebec. As a government agency, it does not have nonprofit, cooperative, or union governance, which disqualifies it from Solidarity Economy eligibility.","['website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
561,The Locksley Project,strong_yes,True,nonprofit,agriculture-food-systems,en,https://thelocksleyproject.org,"['Community', 'Help Society', 'Environment', 'Knowledge', 'Group & Team']","Our mission is to foster food sovereignty, community empowerment, and ecological stewardship by supporting urban farming, sharing knowledge, and cultivating solidarity among Toronto residents. (missio… (+15 chars truncated from log)","The Locksley Project is a Toronto‑based community nonprofit that creates and maintains urban gardens, offers food‑justice programs, and builds a resilient local food system through collective action a… (+40 chars truncated from log)","The Locksley Project is a registered charity operating as a nonprofit, with a clear purpose beyond profit focused on food sovereignty and community well‑being. Its programs intentionally improve access to healthy food and provide education, directly contributing to social and environmental good. (ev… (+30 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
562,Espace M – Ressources pour mères monoparentales,strong_yes,True,nonprofit,care-health-social-services,fr,(none),"['Community', 'Help Others', 'Help Society', 'Moral Fulfillment']","Notre mission est de soutenir les mères monoparentales en leur offrant un espace d’écoute, de formation et d’accès à des ressources adaptées, afin de renforcer leur autonomie et de contribuer à un env… (+47 chars truncated from log)","Espace M est un organisme communautaire québécois qui offre des services, ressources et accompagnement aux mères monoparentales afin de favoriser leur autonomie, bien‑être et participation sociale. (v… (+12 chars truncated from log)","Espace M is a registered nonprofit that explicitly aims to support single mothers, providing community resources and services that improve well‑being and autonomy, reflecting a clear purpose beyond profit and a social impact focus. (via=inferred)","['website via=absent', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
563,Better Environmentally Sound Transportation,no,False,government,community-civic-infrastructure,bilingual,https://vancouver.ca/streets-transportation.aspx,[],(none),(none),"The organization is a municipal department of the City of Vancouver, making it a government entity, which is excluded from Solidarity Economy eligibility.","['type=government', 'no_sse_eligibility', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,KEEP,UPDATE,UPDATE
564,Restorative Landscapes Inc.,no,False,other,environment-circular-economy,en,https://restorativelandscapes.com,"['Community', 'Environment', 'Help Society', 'Diversity']","Our mission is to design and implement restorative landscapes that enhance biodiversity, climate resilience, and community well‑being. (via=extracted)","Restorative Landscapes Inc. is a Toronto‑based design studio that provides ecological restoration, landscape architecture, and environmental planning services to create resilient, inclusive green spac… (+19 chars truncated from log)","Restorative Landscapes Inc. is a for‑profit corporation (type=other) and does not exhibit nonprofit or cooperative governance. Its purpose is commercial design services, so it does not meet the mandatory SSE criteria. (via=extracted)","['type=other', 'no_sse_due_to_for_profit', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
565,Fondation du rein – Division du Québec,strong_yes,True,nonprofit,care-health-social-services,fr,https://fondationreinqc.ca,"['Community', 'Help Others', 'Moral Fulfillment', 'Honesty and Integrity', 'Help Society']","Our mission is to promote kidney health, fund innovative research, provide education, and support patients and families affected by kidney disease across Quebec. (via=inferred)","The Fondation du rein – Division du Québec is a charitable organization dedicated to improving the lives of people living with kidney disease in Quebec by funding research, offering education, and pro… (+39 chars truncated from log)","The Fondation du rein – Division du Québec is a registered charitable nonprofit whose mission focuses on kidney health, clearly beyond profit, and it delivers tangible research, education, and support outcomes for patients. Its public materials emphasize solidarity, community impact, and reinvestmen… (+86 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
566,True North Insight / Voie boréale,no,False,other,(none),bilingual,(none),[],(none),(none),"True North Insight / Voie boréale appears to be a privately owned consulting firm; no evidence of nonprofit, cooperative, or union governance was found, so it fails the required governance gate and is rated 'no'.","['type via=inferred', 'website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
567,Les Habitations communautaires Loggia,strong_yes,True,cooperative,housing-collective-real-estate,fr,(none),"['Community', 'Help Society', 'Environment', 'Affiliation', 'Diversity']","Our mission is to promote solidarity and mutual aid by providing safe, accessible, and affordable housing while fostering a supportive community environment. (via=inferred)","Les Habitations communautaires Loggia is a not‑for‑profit housing cooperative in Montreal that develops, manages and maintains affordable community housing for low‑income families and individuals. It… (+86 chars truncated from log)","The organization is a registered housing cooperative that prioritises affordable housing and community wellbeing over profit, with clear mission and impact. Its governance is member‑based, reflecting participatory decision‑making and solidarity values. (via=inferred)","['website via=null', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
568,Swim Drink Fish Canada,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://swimdrinkfish.ca,"['Environment', 'Community', 'Help Society', 'Help Others', 'Diversity']","Our mission is to protect and restore Canada’s fresh‑water ecosystems for people and nature, fostering resilient watersheds and thriving communities.","Swim Drink Fish Canada is a national nonprofit that protects and restores Canada’s freshwater ecosystems through science, advocacy, education and community engagement.","Swim Drink Fish Canada is a registered charity that explicitly aims to protect and restore Canada’s freshwater ecosystems, demonstrating a clear purpose beyond profit and intentional impact. Its programs in science, advocacy and education contribute directly to environmental and community wellbeing,… (+31 chars truncated from log)","['website via=extracted', 'public_language=bilingual', 'type=nonprofit', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
569,BioSphere Eco-Cities Canada,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://biosphere-ecocities.ca,"['Community', 'Environment', 'Help Society', 'Moral Fulfillment', 'Knowledge']","Our mission is to inspire, support, and accelerate the creation of eco‑cities that prioritize people, planet, and thriving communities through education, collaboration, and innovative urban solutions.","BioSphere Eco-Cities Canada is a charitable organization dedicated to fostering sustainable, people‑centric urban development across Canada. It works with municipalities, communities and partners to d… (+97 chars truncated from log)","BioSphere Eco-Cities Canada is a registered Canadian charity governed by an independent board. Its mission to promote eco‑city development clearly places people and planet before profit, and its programs generate measurable social and environmental benefits. The nonprofit governance and clear public… (+91 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
570,Association québécoise pour la réadaptation psychosociale,strong_yes,True,nonprofit,care-health-social-services,fr,(none),"['Community', 'Help Society', 'Knowledge', 'Diversity', 'Group & Team']","Our mission is to promote psychosocial rehabilitation, support the health and integration of people with psychosocial disabilities, and foster professional development through knowledge exchange and c… (+13 chars truncated from log)","Association québécoise pour la réadaptation psychosociale (AQRP) is a non‑profit organization that brings together psychosocial rehabilitation professionals across Québec, offering training, resources… (+85 chars truncated from log)","The AQRP is a registered nonprofit that places people’s mental health and community wellbeing above profit. Its clear mission, intentional impact focus, and provision of free professional resources demonstrate strong alignment with solidarity‑economy principles.","['website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
572,Le Comité des usagers Jeanne-Mance,no,False,government,care-health-social-services,fr,(none),"['Help Others', 'Community', 'Help Society']","To give patients and the community a voice in the governance of the Jeanne‑Mance Hospital, fostering dialogue and better health services. (mission via=inferred)","The User Committee of the Jeanne‑Mance Hospital in Montreal represents patients, families and community members to advise the hospital administration on services and care. (description via=inferred)","The Comité des usagers Jeanne‑Mance functions as a patient advisory board within the public Jeanne‑Mance Hospital, which is part of the CIUSSS du Centre‑Sud de l’Île‑de‑Montréal, a governmental health authority. Because it is a government‑run entity, it does not satisfy the SSE governance gate, resu… (+23 chars truncated from log)","['type=government', 'website absent', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
573,CHEP UK Ltd.,no,False,other,environment-circular-economy,en,https://www.chep.com/uk,"['Environment', 'Community', 'Help Society']","Our mission is to enable sustainable supply chains by offering high‑quality, reusable packaging solutions that lower environmental impact and drive cost savings for our customers.","CHEP UK provides reusable pallets, crates and containers to help companies reduce waste and improve supply chain efficiency, supporting a circular economy.","CHEP UK Ltd. is a for‑profit subsidiary of Brambles and operates as a conventional corporation. Its purpose is primarily commercial, even though it promotes circular‑economy benefits, which does not satisfy the required purpose‑beyond‑profit criterion.","['type=other', 'sector=environment-circular-economy', 'website via=inferred', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=public_language', 'language_reason:insufficient_signal']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
574,Eat Local Muskoka,strong_yes,True,nonprofit,agriculture-food-systems,en,https://eatlocalmuskoka.ca,"['Community', 'Environment', 'Help Society', 'Diversity']","Our mission is to increase access to and consumption of locally produced food in the Muskoka region, strengthening local producers and fostering a resilient, healthy, and sustainable food system.","Eat Local Muskoka is a community‑based nonprofit that promotes locally grown food, supports regional farmers, and builds a sustainable food system in Muskoka, Ontario.","Eat Local Muskoka is a registered nonprofit that explicitly aims to build a sustainable, locally‑focused food system, supporting farmers and community health, fulfilling the SSE criteria of purpose beyond profit, intentional impact, and social‑environmental benefit.","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
579,Sustainable Brant/Better Brant,strong_yes,True,nonprofit,environment-circular-economy,en,https://www.sustainablebrant.org,"['Community', 'Environment', 'Help Society', 'Group & Team', 'Knowledge']","Our mission is to create a more sustainable and climate‑resilient Brant County by fostering collaboration, education, and innovative solutions that protect the environment and enhance community well‑b… (+29 chars truncated from log)","Sustainable Brant is a community‑driven nonprofit that unites citizens, local businesses, and municipal partners to advance climate‑action, environmental stewardship, and resilient development across… (+41 chars truncated from log)",Sustainable Brant is a registered charity operating as a community‑led nonprofit with a board of directors. Its mission to advance climate‑resilience and environmental stewardship in Brant County shows a clear purpose beyond profit and measurable social and environmental impact.,"['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
580,Action Réfugiés Montréal,strong_yes,True,nonprofit,care-health-social-services,fr,https://actionrefugiesmtl.org,"['Community', 'Help Society', 'Diversity', 'Moral Fulfillment']","Our mission is to promote the rights and dignité of refugees and asylum‑seekers in Montreal by providing direct support, information, and advocacy to facilitate their integration and participation in… (+8 chars truncated from log)","Action Réfugiés Montréal is a community‑based nonprofit that supports refugees and asylum‑seekers in Montreal through accompaniment, legal information, language training, and advocacy, helping them in… (+32 chars truncated from log)","Action Réfugiés Montréal is a registered charity with a clear non‑profit purpose of supporting refugees, describing intentional impact through accompaniment, legal aid and language training, and its work directly benefits the community, meeting all must‑haves and several nice‑to‑haves.","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
581,Holland Bloorview Kids Rehabilitation Hospital,strong_yes,True,nonprofit,care-health-social-services,bilingual,https://www.hollandbloorview.ca/,"['Help Others', 'Community', 'Honesty and Integrity', 'Group & Team', 'Help Society']","Our mission is to improve the health and well‑being of children with disabilities and their families through compassionate care, innovative research, education and community partnership.","Holland Bloorview Kids Rehabilitation Hospital delivers specialized pediatric rehabilitation, research, education and community outreach to children with disabilities and their families in Toronto and… (+16 chars truncated from log)","The hospital is a registered charitable nonprofit whose mission focuses on improving health and well‑being of children with disabilities, showing clear purpose beyond profit and deliberate impact. Its services, research and education directly benefit the community, meeting all must‑haves.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
586,La Croisée de Longueuil,strong_yes,True,nonprofit,community-civic-infrastructure,bilingual,https://www.lacroisee.org,"['Community', 'Help Society', 'Environment', 'Diversity', 'Friendship']","Our mission is to build a more inclusive and resilient community by offering accessible cultural, educational and social programs that empower residents and nurture collective care. (flags: mission vi… (+12 chars truncated from log)","La Croisée de Longueuil is a community centre that promotes well‑being, inclusion and solidarity through cultural, social and educational activities for residents of Longueuil. It offers workshops, ev… (+112 chars truncated from log)","La Croisée de Longueuil is a registered nonprofit that clearly prioritises people and the planet in its mission and programs, with concrete community‑building activities and a transparent governance model. Its purpose, impact and contribution to social good meet all three must‑haves, and its culture… (+91 chars truncated from log)","['sse_reasoning via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'length_limit: truncated sse_reasoning_en', 'length_limit: truncated sse_reasoning_fr', 'language:bilingual via=public_language', 'language_reason:insufficient_signal']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
588,Service d’aide et de référencement aîné d’Anjou,no,False,government,care-health-social-services,fr,https://www.anjou.qc.ca,"['Help Society', 'Community', 'Help Others']",To improve the well‑being of seniors in Anjou by delivering personalized assistance and connecting them with appropriate services and programs. (via=inferred),"The Senior Assistance and Referral Service of Anjou provides information, support, and referrals to seniors, helping them access health, social, and community resources within the borough. (via=inferr… (+3 chars truncated from log)","The organization is a municipal department (type=government), which is excluded from the Solidarity Economy. It does not meet the governance eligibility criteria for SSE. (via=inferred)","['type=government', 'website discovered', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
589,Inside Out 2SLGBTQ+ Film Festival,strong_yes,True,nonprofit,arts-culture-information,bilingual,https://insideout.ca/,"['Community', 'Diversity', 'Creative Expression', 'Help Society']","To amplify LGBTQ2S+ visibility and inclusion through film, nurture emerging queer creators, and build a vibrant community of audiences and artists. (via=extracted)","Inside Out is Canada’s largest LGBTQ2S+ film festival, based in Toronto, presenting diverse cinema, fostering community dialogue, and supporting queer storytellers. (via=extracted)","Inside Out is a registered charitable nonprofit whose mission prioritises people and cultural inclusion over profit, with clear impact through film programming and filmmaker support. Its surplus is reinvested in community projects, and it practices inclusive, participatory governance. (via=extracted… (+1 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
591,Table de quartier Peter-McGill,no,False,(none),(none),fr,(none),[],(none),(none),"No verifiable website or official documentation could be located to confirm the organization's governance model, mission, or impact. Without evidence of nonprofit or cooperative status and a clear purpose beyond profit, the organization cannot be rated as aligned with the Solidarity Economy.","['no_official_website_found', 'insufficient_governance_evidence', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
592,Fédération des femmes du Québec,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://ffq.qc.ca/,"['Community', 'Help Society', 'Diversity', 'Moral Fulfillment', 'Honesty and Integrity']","To advance women's rights and gender equality in Québec by confronting discrimination, violence, and systemic inequities through collective action, education, and policy advocacy. (via=extracted)","The Fédération des femmes du Québec (FFQ) is a provincial feminist organization that unites women and allies to promote gender equality, defend women's rights, and combat gender‑based violence through… (+59 chars truncated from log)","FFQ is a registered nonprofit with a clear mission to promote gender equality and protect women’s rights, demonstrating a purpose beyond profit. Its activities are intentionally described as advocacy, education, and community action, contributing to social good. The organization emphasizes solidarit… (+88 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'length_limit: truncated sse_reasoning_en', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
593,L’Atelier d’artisanat,strong_yes,True,nonprofit,arts-culture-information,fr,https://atelierartisanat.ca,"['Community', 'Creativity', 'Help Society']","Our mission is to promote the art of making by providing accessible, inclusive craft education, preserving cultural traditions, and strengthening community ties through collaborative learning.","L’Atelier d’artisanat is a Montreal‑based nonprofit that offers workshops and training in traditional and contemporary crafts, fostering community learning, cultural heritage, and skill sharing among… (+24 chars truncated from log)","The organization is a registered nonprofit whose mission focuses on community education and cultural preservation, clearly beyond profit. It delivers concrete workshops that benefit the public and artisans, and it invests in people through skill‑building programs. These elements satisfy all three mu… (+35 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
594,L’Association de Montréal pour la déficience intellectuelle,strong_yes,True,nonprofit,care-health-social-services,fr,https://www.amdi.qc.ca,"['Community', 'Help Others', 'Help Society', 'Diversity', 'Moral Fulfillment']","Our mission is to improve the quality of life of people with intellectual disabilities and their families by providing accessible services, fostering inclusion, and encouraging their full participatio… (+13 chars truncated from log)","The Association of Montreal for Intellectual Disability (AMDI) is a nonprofit organization that offers services, programs, and support to individuals with intellectual disabilities and their families,… (+87 chars truncated from log)","AMDI is a registered charity governed by an independent board, and its mission focuses on improving the lives of people with intellectual disabilities through community‑based services and support. This demonstrates a clear purpose beyond profit, intentional impact, and contribution to social good, m… (+30 chars truncated from log)","['description via=absent', 'mission via=absent', 'values via=absent', 'length_limit: truncated sse_reasoning_en', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
596,Withrow Park Farmers' Market,no,False,other,agriculture-food-systems,en,(none),[],(none),(none),"No public evidence shows the market is organized as a nonprofit, cooperative, or union; governance details are missing and it appears to be managed by the municipality or a private entity, which does not satisfy SSE governance criteria.","['website via=absent', 'type evidence via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
